0.194,0.199,0.204,0.199,0.198,0.201,0.200,0.197,0.198,0.203,0.205
0.204,0.202,0.201,0.202,0.199,0.207,0.202,0.201,0.196,0.206,0.197
0.201,0.203,0.209,0.201,0.204,0.204,0.211,0.202,0.204,0.204,0.196
0.203,0.207,0.205,0.206,0.210,0.206,0.210,0.202,0.203,0.203,0.198
0.204,0.206,0.209,0.207,0.209,0.214,0.233,0.213,0.201,0.212,0.200
0.205,0.205,0.205,0.224,0.206,0.210,0.210,0.205,0.204,0.210,0.204
0.199,0.203,0.204,0.206,0.202,0.205,0.209,0.204,0.200,0.206,0.199
0.200,0.200,0.207,0.207,0.206,0.203,0.206,0.203,0.197,0.201,0.200
0.204,0.209,0.213,0.208,0.206,0.210,0.211,0.208,0.202,0.205,0.204
0.203,0.211,0.203,0.206,0.207,0.213,0.213,0.206,0.199,0.202,0.196
0.200,0.200,0.199,0.204,0.205,0.201,0.205,0.206,0.201,0.200,0.194
Thickness_Mean, 0.20432710743801655
Thickness_StdDev, 0.005319147626057761
