0.196,0.198,0.207,0.197,0.201,0.205,0.208,0.200,0.199,0.205,0.206
0.204,0.204,0.201,0.204,0.204,0.208,0.212,0.206,0.207,0.212,0.216
0.199,0.202,0.210,0.205,0.210,0.206,0.209,0.204,0.209,0.217,0.204
0.199,0.202,0.205,0.204,0.205,0.207,0.215,0.208,0.209,0.208,0.203
0.199,0.202,0.206,0.212,0.209,0.210,0.214,0.207,0.204,0.212,0.202
0.203,0.199,0.205,0.214,0.204,0.212,0.208,0.203,0.204,0.211,0.200
0.203,0.202,0.206,0.208,0.207,0.204,0.217,0.205,0.204,0.206,0.196
0.201,0.198,0.206,0.207,0.204,0.204,0.209,0.202,0.202,0.202,0.198
0.202,0.201,0.200,0.207,0.208,0.206,0.214,0.217,0.203,0.202,0.203
0.200,0.193,0.204,0.202,0.201,0.200,0.208,0.209,0.194,0.200,0.202
0.199,0.199,0.192,0.207,0.207,0.200,0.211,0.205,0.199,0.201,0.202
Thickness_Mean, 0.20474499999999998
Thickness_StdDev, 0.004970639561755868
