0.193,0.199,0.209,0.198,0.206,0.225,0.202,0.199,0.198,0.204,0.202
0.200,0.197,0.197,0.199,0.204,0.199,0.200,0.197,0.198,0.206,0.196
0.191,0.195,0.200,0.200,0.202,0.198,0.200,0.196,0.204,0.208,0.203
0.198,0.197,0.200,0.199,0.204,0.204,0.204,0.199,0.204,0.210,0.200
0.198,0.199,0.198,0.207,0.201,0.210,0.272,0.199,0.199,0.210,0.204
0.197,0.198,0.199,0.205,0.205,0.210,0.207,0.206,0.201,0.208,0.204
0.205,0.195,0.195,0.203,0.196,0.202,0.202,0.201,0.196,0.208,0.205
0.196,0.192,0.191,0.198,0.197,0.199,0.207,0.193,0.195,0.200,0.197
0.198,0.189,0.192,0.200,0.197,0.198,0.199,0.193,0.193,0.198,0.194
0.214,0.193,0.191,0.197,0.194,0.193,0.199,0.196,0.195,0.199,0.194
0.190,0.190,0.189,0.193,0.200,0.197,0.191,0.192,0.196,0.194,0.189
Thickness_Mean, 0.19993087603305784
Thickness_StdDev, 0.00866958722607845
