0.188,0.190,0.195,0.188,0.190,0.192,0.200,0.197,0.195,0.199,0.195
0.196,0.196,0.194,0.194,0.194,0.192,0.197,0.195,0.191,0.201,0.184
0.187,0.192,0.193,0.193,0.193,0.193,0.200,0.195,0.194,0.201,0.186
0.192,0.191,0.191,0.190,0.192,0.197,0.202,0.194,0.194,0.200,0.189
0.195,0.197,0.191,0.193,0.190,0.197,0.202,0.194,0.193,0.197,0.191
0.194,0.189,0.191,0.200,0.188,0.191,0.195,0.191,0.194,0.197,0.193
0.193,0.192,0.194,0.200,0.191,0.195,0.200,0.196,0.195,0.198,0.195
0.200,0.226,0.194,0.201,0.194,0.197,0.200,0.194,0.192,0.195,0.197
0.204,0.194,0.193,0.203,0.194,0.194,0.200,0.193,0.192,0.195,0.200
0.201,0.195,0.200,0.198,0.193,0.194,0.203,0.199,0.197,0.202,0.195
0.186,0.183,0.182,0.186,0.185,0.193,0.190,0.189,0.194,0.191,0.187
Thickness_Mean, 0.19449751239669422
Thickness_StdDev, 0.0053184534912982485
